rating,feedback,clean_reviews,Positive,Negative,Neutral,reviews_length
5,1,great product,0.804,0.0,0.196,13
5,1,echo teacher english funnybut sometim listen said,0.0,0.0,1.0,49
4,1,ight,0.0,0.0,1.0,4
5,1,awesom product process everi room hous set autom show favorit devic,0.0,0.0,1.0,67
5,1,we'v origin echo quit time recent ad show  simpl setup invit use visual interfac  echo use primari interfac connect home system current control light switch  look forward expand capabl  also use maintain list music player general inform entertain  haven't use show shuffl favorit  photograph start soon,0.095,0.0,0.905,302
5,1,thing great,0.804,0.0,0.196,11
5,1,bought two one kitchen sew room great need recip need know someth  still learn everyth,0.227,0.0,0.773,86
5,1,love show song info screen play also time notif news etc,0.423,0.0,0.577,56
4,1,alexa take get use pictur qualiti great touch screen respons smooth speaker better expect wellfour star five,0.318,0.0,0.682,108
5,1,love,1.0,0.0,0.0,4
3,1,like option white it bizarr come black cord white kitchen standsoutlikeasorethumb black power cord aesthet purpos happier yearold white echo show came white powercord seem like major design flaw “white” option strong urg amazon chang powercord white,0.295,0.0,0.705,249
5,1,pleas echo show love mani nice featur high recommend,0.613,0.0,0.387,52
5,1,eas set overal function make echo show worth everi penni  especi like set background screen abl set affirm use person remind,0.188,0.0,0.812,124
5,1,love  want primarili kitchen  addit common servic want use allrecip cook illustr recip,0.405,0.0,0.595,86
5,1,easi use great recip listen music see movi movi trailer much,0.291,0.0,0.709,60
5,1,love abl see inform alexa give  notif turn let know order deliv also tell order use echo screen pull detail order use alexa skill make call uhyour echo,0.135,0.0,0.865,151
5,1,great sound video,0.672,0.0,0.328,17
5,1,realli like,0.714,0.0,0.286,11
5,1,love echo show listen music get recip much high recommend echo everyon,0.401,0.0,0.599,70
5,1,easi set plug make select prefer languag temp c f etc get familiar ad calendar appoint,0.0,0.0,1.0,86
5,1,like varieti stuff echo show offer,0.333,0.0,0.667,34
5,1,love,1.0,0.0,0.0,4
4,1,wish internet search  like featur,0.634,0.0,0.366,33
5,1,bought visit friend one great  understand frustrat youtub though  still good havelov see word song ring doorbellyou never get chairlazi best  lol  great product good speaker,0.472,0.079,0.448,173
4,1,good smart home gadget,0.737,0.0,0.263,22
5,1,love speaker screen,0.677,0.0,0.323,19
1,0,youtub,0.0,0.0,1.0,6
5,1,love everyth item quick respons time sensit speak end hous,0.318,0.0,0.682,58
5,1,bought mother,0.0,0.0,1.0,13
4,1,great would better way use headphon,0.636,0.0,0.364,35
4,1,far good  much better sound echo dot,0.537,0.0,0.463,36
5,1,clear screen great pictur,0.77,0.0,0.23,25
5,1,love compat mani camera everyth echo dot,0.412,0.0,0.588,40
5,1,kitchen great news music video call daughter grand kid realli dig,0.441,0.0,0.559,65
5,1,absolut love thing love amazon echo show went bonker took brief chat voila new one replac way floor screen start blur shake jump miss part data alexa still talk couldnt watch movi happi amazon easi deal make good product without hassl,0.283,0.063,0.654,234
5,1,work well recip refer nice devic right size,0.45,0.0,0.55,43
5,1,work well,0.677,0.0,0.323,9
1,0,work fine realiz don't need don't use,0.231,0.0,0.769,37
5,1,screen microphon speaker alexa live insid  yup echo show  expect met,0.0,0.0,1.0,68
5,1,user friend,0.762,0.0,0.238,11
5,1,👍🏻,0.0,0.0,1.0,2
5,1,let start withdislik want buy  housedo even need add like hahaawesom fun use noth els say,0.353,0.0,0.647,89
5,1,outstand piec technolog use everyday inform schedul general inform  awesom amazon keep improv ai,0.116,0.0,0.884,96
5,1,impuls buy super happi made purchas love much immedi bought parent one video chat easili love featur easi use set,0.42,0.0,0.58,113
5,1,like,1.0,0.0,0.0,4
5,1,great product great price prime day  thank alexa,0.682,0.0,0.318,48
4,1,still tri figur link bluetooth speaker,0.0,0.0,1.0,38
4,1,wish skill,0.73,0.0,0.27,10
5,1,still learn start integr smart devic home echo product line show spot two dot kid dot troubl get call still work,0.119,0.0,0.881,112
5,1,great improv origin echo  like abil see lyric song watch prime tv get visual  littl hint thing tri appear across bottom spark imagin,0.298,0.0,0.702,132
5,1,love,1.0,0.0,0.0,4
4,1,sound greatvideo great need learn everyth see video youtub listen music watch news,0.255,0.0,0.745,82
5,1,great addit alexa famili great video also,0.621,0.0,0.379,41
3,1,belong amazon prime would think could watch video librari  prime music,0.145,0.0,0.855,70
5,1,start day,0.0,0.0,1.0,9
5,1,noth dislik lot expect,0.0,0.0,1.0,22
4,1,bought specif wife could look arlo secur camera bedroom i'm work system work three day give error messag disappoint due fact advertis system work togeth gave four star everyth els well,0.059,0.152,0.789,184
5,1,love,1.0,0.0,0.0,4
5,1,awesom love abl turn light don't walk dark home also get video chat nephew live state away ask alexa call,0.181,0.0,0.819,105
5,1,super easi set great featur fun,0.79,0.0,0.21,31
5,1,love size video good qualiti  sound awesom,0.587,0.0,0.413,42
5,1,home,0.0,0.0,1.0,4
5,1,bought older grandpar help remind would recommend anyon someon life dementia memori loss help grandmoth rememb take medic daili task love listen music ask question,0.352,0.067,0.581,163
5,1,kid like game  show lyric song neat,0.524,0.0,0.476,35
2,0,need abl connect  parti viceo app,0.0,0.0,1.0,33
5,1,glad upgrad aka,0.6,0.0,0.4,15
4,1,still lean price right,0.0,0.0,1.0,22
5,1,two dot tap show love echo show sound qualiti amaz compar dot use mine constant creat shop list kitchen laundri timer news updat throughout hous play music throughout use group set,0.185,0.0,0.815,180
5,1,absolut love show,0.677,0.0,0.323,17
5,1,echo show  whitenbspgreat new addit alexa home solut call back home video chat direct phone great way stay touch famili,0.177,0.0,0.823,119
3,1,echo screen henc still need work consid googl home,0.0,0.0,1.0,50
5,1,great product,0.804,0.0,0.196,13
4,1,like fact messag visual well audiblei puzzl light make quotnotificationquot sound ask alexa read notif tell new notif  happen least day week,0.187,0.0,0.813,140
5,1,love alexathi whole new level love fun watch movi trailer weather much complet listen musicth lyric appear still discov echo show high recommend take alexa complet new world,0.372,0.0,0.628,173
3,1,nice product intellig thought hope,0.655,0.0,0.345,34
1,0,tech isn't doesn't understand common word basic glorifi radio,0.0,0.0,1.0,61
5,1, ,0.0,0.0,0.0,1
5,1,love  echo love bought prime day  regret  love connect ring see front door  yhe kid like see lyric song sing along ,0.445,0.083,0.472,115
5,1,love play great music movi much lag u want see arlo secur camera thou far good wish longer cord,0.55,0.075,0.375,95
5,1,love echo show video qualiti good cours sound good,0.625,0.0,0.375,50
5,1,love kitchen watch prime video cook,0.457,0.0,0.543,35
5,1,love,1.0,0.0,0.0,4
4,1,great product,0.804,0.0,0.196,13
5,1,pleas item display clean crisp easi read enjoy tri suggest thing tri ask alexa use timer featur quit bit ad calendar contact still explor mani skill avail,0.191,0.0,0.809,154
5,1,devic great speaker screen qualiti phenomen,0.451,0.0,0.549,43
5,1,dot spot echo show love show spot best show great sound wife love display weather recip sing alongsid super deal,0.579,0.0,0.421,112
3,1,doesn't play tube video,0.0,0.404,0.596,23
3,1,work great útil  week algo í month start flicker  support forum say known isu   month report solución,0.312,0.0,0.688,101
5,1,like video call featur got contact elder parent work well,0.365,0.0,0.635,57
1,0,sound terribl it like tin love echo item aw,0.489,0.0,0.511,43
5,1,wait echo show go sale worth wait easi set start use,0.16,0.0,0.84,52
5,1,bought prime day,0.0,0.0,1.0,16
2,0, echo devic  echo show  seem huge potenti realli want like soon found quit limit bit disappoint end world use like use screenless echo littl  month screen start flicker most bottom screen quick look forum made understand pointless ask replac peopl  devic replac start flicker short amazon provid serious answer go quit time apparentlylong stori short move hallway use expens bulki voic activ light switch hue light like headlin suggest meh,0.162,0.067,0.771,439
4,1,love play music work great find recip need famili adapt machin see,0.543,0.0,0.457,66
4,1,seem littl less intuit regular echo plus also littl harder pick your say  combin four household speak loud enough hear cross activ one renam one  overal work well seem adept thing origin echo plus,0.06,0.0,0.94,196
5,1,second show  like much  use mine music arlo secur camera  connect display outdoor camera voic except capabl devic  high recommend,0.217,0.0,0.783,129
5,1,love see everyth display,0.583,0.0,0.417,24
5,1,love thing  enjoy watch daili news play music lyric song order coffeeetc,0.521,0.0,0.479,72
4,1,use alexa primarili listen music check weather still learn way use everyth readi hand free far speaker great volum sound,0.384,0.0,0.616,120
5,1,plug n play set simpl ad batteri base make portabl look forward use hub,0.156,0.0,0.844,71
5,1,great speaker n love much alexa tap it definit fast respons much prettier,0.533,0.0,0.467,73
4,1,shes  bit dens still learn way phrase thing nynj region accent,0.0,0.0,1.0,62
5,1,great sound easi set purchas echo plus built hub would make easier connect devic hook alexa,0.33,0.0,0.67,91
5,1,like built hub plus unit sound great wish volum control,0.571,0.0,0.429,55
5,1,happi echo plus fun learn,0.452,0.0,0.548,25
5,1,love new echo plus,0.583,0.0,0.417,18
5,1,omg love,0.808,0.0,0.192,8
5,1,around week love control item hous even i'm make feel better away hous peopl don't know gone alexa disappoint,0.275,0.105,0.62,109
4,1,know need plug work far experi posit,0.0,0.0,1.0,36
5,1, ,0.0,0.0,0.0,1
5,1,surpris learn use bluetooth speaker phone tablet probabl list descript miss part  quit surroundlik qualiti bluetooth speaker  rang good none less  even basic access amazon music lot listen  there huge number thing alexa learn everi day,0.201,0.039,0.76,235
5,1,fun use love novelti gadget alexa realli work well,0.615,0.0,0.385,50
2,0, ,0.0,0.0,0.0,1
5,1,awesom devic home  full use inform  dont us e phone answer spur moment question,0.0,0.0,1.0,79
5,1,like echo plus wonder least thing dont like doesnt turn everi,0.184,0.155,0.661,61
5,1,love echo plus like listen musicth sound great featur nice wish wireless could listen music outsid,0.597,0.0,0.403,98
5,1,it great product easili set get sync person set,0.339,0.0,0.661,47
5,1,use hub music,0.0,0.0,1.0,13
3,1,still need ai built interact better need continu convers sometim find  answer need right cant keep stop alexa ask also abl access wikipedia dictionari mani area better fast accessne hear us better also abl name instead call alexa echo price reduc bit valu base updat auto daili improv  connect home equip imrprov wellgood product good sound qualiti need ai built,0.197,0.0,0.803,362
5,1,excel purchas echo plus sound qualiti good size love,0.627,0.0,0.373,52
5,1,take  hour set galaxi  phone got use system setup second edit light bulb ad string light simpl easi,0.0,0.0,1.0,99
5,1,great speaker great microphon respons  love purchas begin smart home,0.716,0.0,0.284,68
5,1, echo built hub work great   echo famili room bedroom home offic,0.291,0.0,0.709,64
3,1,donr know use yet  need explicit direct electeon challeng  get feee lifht bulb part packag,0.0,0.0,1.0,90
5,1,amaz  love,0.808,0.0,0.192,10
4,1,awesom product responsivealexa need content varieti come music use bing search engin instead googl two could combin would perfect product,0.163,0.0,0.837,137
4,1,pleasant surpris accuraci alexa unit respons easili respond even tv music playingi pair two smart  bulb go dim eas use voic app fidel good sizemi regret would like silver model fabric cover unimport issu,0.264,0.065,0.671,203
5,1,went best buy intent buy alexa product instead talk googl home product bought googl home home mini troubl start set couldn't understand husband scottish accent day “oop someth went wrong” command return bought amazon echo show echo plus easi set connect immedi amazon account way easier navig understand command husband first tri yet give error messag love two product gone intend first place won't regret purchas,0.215,0.034,0.75,413
4,1,ton featur skill good speaker plenti bass music still need work ai respond random question though android phone far better echo still get lot  im   dont opinion ,0.188,0.0,0.812,161
5,1,like alexa,0.714,0.0,0.286,10
4,1,far fun use learn deal alexa still learn find realli done plus process make hous smart hous much control alexa yet,0.24,0.0,0.76,114
5,1,like whole thing far,0.455,0.0,0.545,20
4,1,spec regular echo easier use get separ hub smart light etc,0.379,0.0,0.621,58
5,1,great product mani good aspect easi setup control intuit straight forward instruct includ lightbulb excel work perfect much enjoy product recommend,0.603,0.0,0.397,147
4,1,much differ one  alexa still stubborn lol  order prime day get light bulb deal get light bulb  call said sold  felt bad  buy light bulb,0.09,0.2,0.71,135
5,1,abil play amazon music outsid patio gather also use blue tooth connect echo plus via alexa app tablet extern speaker whenif parti extend yard plan connect devic thermostat light home devic,0.172,0.0,0.828,188
4,1,got main son current vision impair  mani good thing setup fair easi first one easier setup come load stuff  text messag friend easier without download someth work link email also common social media like facebook twitter other whole purpos get back connect web voic wouldnt feel left isol  also tech support phone number call way direct help echo tech support help setup devic  get friend whos guy come help setup,0.395,0.0,0.605,413
5,1,love everi aspect echo plus want offic light also desk lamp,0.379,0.0,0.621,59
5,1,great hub,0.804,0.0,0.196,9
4,1,hard review part  problemi  got dog would distract nois homei comput liter itun liter amazon liter well countless program appar dunc come talk alexa  think heard sigh exasperationi tri creat playlist song like ignor  learn workaround mediocr bestand yet includ person playlisti scour beginn section beginn address far advanc basic alexa iso far like abl use id like lot could configur need rather accept amazonalexa defaultkaren,0.198,0.048,0.754,428
5,1,satisfi purchas packag came good time expect,0.326,0.0,0.674,44
5,1,great sound easi set look cool,0.615,0.0,0.385,30
5,1,love echo plus much better versatil first generat echo intercom voicecontrol smart bulb awesom,0.471,0.0,0.529,94
5,1,new bff,0.796,0.0,0.204,7
1,0,alexa didn't know answer mani question ask exampl ask mani cup pound said pound form money,0.0,0.0,1.0,90
5,1,love everyth cool music flash brief  star echo,0.52,0.0,0.48,46
5,1,great product two may want buy third,0.519,0.0,0.481,36
5,1,far enjoy  problem abl call one son sad part one gave ,0.188,0.341,0.471,54
5,1,love,1.0,0.0,0.0,4
5,1,problem echo plus would purchas,0.0,0.403,0.597,31
5,1,great,1.0,0.0,0.0,5
5,1,love  person secretari,0.677,0.0,0.323,22
5,1,perfect good time alexa pick someth tv slight problem smart home equip get confus want call thing call someth  app need say light  echo plus problem smart hub could use better user direct well worth own good step make home smart,0.428,0.086,0.486,228
4,1,pretti cool begun figur thing,0.365,0.0,0.635,29
5,1,googl home realli like echo plus think even better sound total happi,0.351,0.0,0.649,68
5,1,love devic make life easier figur,0.636,0.0,0.364,33
5,1, ,0.0,0.0,0.0,1
5,1,love echo plus havent one bad thing say control music need great sound  speaker also bought  fire tv open amazon prime video netflix moment includ hue light make product even better found whole array smart light perfect hous entertain room addit phone call mic speaker make practic busi kitchen comput alexa control soon say hey alexa alway mic concern well alway mute devic must buy anyon interest eas comfort,0.35,0.026,0.623,410
5,1,amazon music great love abil creat playlist great sound standard bose good,0.708,0.0,0.292,74
5,1,home entertain,0.697,0.0,0.303,14
4,1,great product wish sort equal bass littl much,0.531,0.0,0.469,45
5,1,work perfect must introduc rest devic complet function,0.346,0.0,0.654,54
2,0,decid buy smart door lock decid get echo plus control  chose kwikset  amazon said compat bought  dot  pose question somebodi communiti said work alexa  didnt know zwave lock zigbe alexa hub werent compat  bodi know lock work seamless echo plus  guess choic  exchang plus regular echo buy separ hub like wink   return whole alexa system get someth elsei  dont want buy anoth hub use along side echo plus ill back ask integr two hubsth reason kept buy smart system point  afraid wouldnt oper seamless unfortun enough research someth doesnt work,0.098,0.041,0.86,542
5,1,echo plus prove innov improv life,0.0,0.0,1.0,33
5,1,purchas amazon echo plus amazon prime day need hub im process upgrad home smart home price hub even less expens case got hub work devic plus lot havent even time go skill ive alreadi found use mani start search hub wasnt even consid echo part didnt know hub also didnt realli think would find much use anoth ai system your look hub settl plane hub get person assist much yet cost less hub oh way price amazon echo plus alon found one came bundl smart bulb  saw anoth came smart plug given price extra well put echo plus top,0.158,0.0,0.842,523
5,1,im happi purchas alexa  recent saw friend home play music talk product  love sound  love tell alexa ask question  respond immedi  havent abl listen cds sinc problem within stereo equip time make extrem happi issu longer,0.294,0.057,0.65,219
5,1,learn use still learn pleas echo plus,0.0,0.0,1.0,37
5,1,love  use one like philli visit son decid buy prime day ,0.427,0.0,0.573,56
5,1,speaker devic surpris good function echo devic fantast,0.293,0.0,0.707,54
5,1,advertis  connect smart bulb problem,0.321,0.321,0.357,36
5,1,work perfect,0.787,0.0,0.213,12
5,1,love warehous buy good use condit new must newer new serious one perfect mark anywher great buy,0.528,0.046,0.426,95
5,1,alexa awesom first day got echo plus found thing didn't think even possibl high recommend product along accessori,0.128,0.0,0.872,113
5,1,eas set i'll fun sit featur well make hous smart home,0.503,0.0,0.497,53
3,1,tri use yale lock isn't work,0.0,0.0,1.0,28
3,1,seem ok instruct weak seem get work go get techi friend help updat later,0.386,0.138,0.476,72
4,1,love everyth love echo plus turn light also dim voic command also like listen kindl book even one didn't purchas  audibl like play music amazon music pandora tunein heart radio spotifi echo even play local radio station love echo connect tivo bolt allow tivo paus stop play whatev want simpl voic command love reorder item purchas amazon echo plus notifi order mail deliv packag deliv  three dislik you'r close far echo doesn't respond think need improv microphon wish speaker better speaker okay could improv also echo dot never given problem internet well day receiv red light right echo plus error sorri i'm troubl understand pleas tri later research onlin learn problem connect internet easi find found odd dot wasn't problem even though connect network,0.315,0.073,0.612,757
5,1,love everyth,0.808,0.0,0.192,12
5,1,perfect control tplink smart devis,0.681,0.0,0.319,34
5,1,love thing easi setup  look forward ad smart devic home,0.463,0.0,0.537,55
4,1,got specif work august smart lock connect eas  definit tie smart home togeth,0.329,0.0,0.671,76
4,1,sound nice perfect price,0.765,0.0,0.235,24
5,1,love number ,1.0,0.0,0.0,12
5,1,wonder product  love alexia,0.583,0.0,0.417,27
5,1,nice speaker,0.737,0.0,0.263,12
4,1,music main still check featur,0.0,0.0,1.0,29
4,1,capabl  languag recognit best ive experienc  great sound,0.58,0.0,0.42,56
5,1,love  love echo plus   silli simpl set   alexa becom new bff  amazon  support hard beat   question answer time  ask ,0.537,0.045,0.418,116
5,1,got one coolest thing,0.0,0.0,1.0,21
5,1,awesom easi set link right nexia home autom,0.0,0.0,1.0,43
5,1,hand free voic command interact smart devic around hous make echo plus one best purchas i'v made,0.508,0.0,0.492,96
5,1,definit realli good buy first time buyer smart home stuff bought  ,0.384,0.0,0.616,66
4,1,enjoy various function devic,0.516,0.0,0.484,28
5,1,alread echo dot abil control philip hue bulb nudg buy prime day  anoth fun product amazon,0.263,0.0,0.737,89
5,1,purchas echo plus buildin hub could conveni ask alexa turn light lamp  philip hue light bulb place fixtur want alexa control work great  alreadi echo dot kitchenden area place echo plus hub bedroom radio lamp kitchen den control tplink plug  ceil light fixtur lamp den bedroom special philip hue light bulb control hub insid echo plus  abl play music set alarm get weather report numer thing devic  echo dot requir tplink plug plug echo plus requir special philip light bulb instal light fixtur work  thing dislik high price light bulb requir make light work regular light bulb place ceil light fixtur work alexa  echo plus hub  high price bulb love echo plus built hub,0.137,0.019,0.844,669
5,1,easili configur hub capabl  excel sound qualiti size unit,0.273,0.0,0.727,57
5,1,work great larg open room,0.506,0.0,0.494,25
5,1,fun,1.0,0.0,0.0,3
5,1,outstand work awesom music sound clear loud alexa smart,0.431,0.0,0.569,55
5,1,bought specif smart hub capabl far great easi set instruct various brand compat,0.382,0.0,0.618,79
5,1,sound wonder plain work wish cost less worth cost especi prime day,0.301,0.0,0.699,66
5,1,come hub  got prime day  hue white bulb  work great  add stuff requir hub,0.24,0.0,0.76,73
5,1,got smart hub exact say turn light arm disarm secur system thermostat next  greatproduct,0.172,0.0,0.828,88
5,1,easi set great sound,0.577,0.0,0.423,20
4,1,far use tri learn way use alexa ,0.0,0.0,1.0,32
5,1,work better thought,0.592,0.0,0.408,19
5,1,love look good,0.877,0.0,0.123,14
5,1,great product fast ship thank,0.688,0.0,0.312,29
5,1,fun imagin household manag option info question baffl alexa option cool  esp musicrel ,0.337,0.0,0.663,86
5,1,easi set work like suppos,0.385,0.0,0.615,25
5,1,love easi set uplov request anyth mind work give use inform,0.296,0.0,0.704,59
5,1,great product skill need love,0.735,0.0,0.265,29
5,1,first smart buyi love great thing alexa,0.733,0.0,0.267,39
5,1,thing awesom  got prime day great deal  wish purchas two  also bought echo show version sound near good echo plus  echo show came dent exchang  like screen mani featur get refund  still worth price,0.327,0.0,0.673,197
5,1,great new friend,0.88,0.0,0.12,16
5,1,coop product mani use includ smart devic throughout home,0.252,0.0,0.748,56
5,1,easi setup great sound would rate unit   must offic home l look add devic lock light home,0.321,0.0,0.679,89
5,1,better expect,0.744,0.0,0.256,13
5,1,wonder still learn use heck time set happen somehow,0.0,0.0,1.0,51
5,1,fantast happi purchas,0.0,0.0,1.0,21
5,1,love,1.0,0.0,0.0,4
3,1,like list abil music play  like creat playlist without use app even alexa play song tablet phone  also like alex print done app,0.406,0.0,0.594,127
5,1,great bundl fun music game question etc luv turn smart light purchas  smart light lamp live room room,0.478,0.0,0.522,101
5,1,first time use alexa far love,0.457,0.0,0.543,29
4,1,littl hard follow instruct great product,0.432,0.147,0.421,40
5,1,replac realli easi set reauthor smart item work new hub instal easi instruct clear,0.306,0.0,0.694,82
5,1,realli cool devic ton stuff fun game like jeopardi use set smart bulb light switch make sure ge stuff correspond particular hub make run back store exchang,0.373,0.0,0.627,155
5,1,i'v wait prime day purchas echo plus i'm enjoy learn alexa new sono one echo dot make realli nice wellintegr smart home love,0.404,0.0,0.596,124
5,1,havent long far whole famili enjoy ask alexa question,0.286,0.0,0.714,53
3,1,although second echo devic still disappoint almost documentationinstruct mani function devic  purchas becauss sound qualiti found bluetooth capabl last night accid  need manual detail function devic  least point found,0.0,0.088,0.912,217
5,1,echoplus great extens echo dot home littl disappoint alexa good inform request googl start home autom impress,0.387,0.105,0.508,109
4,1,never alexa biggest reason bought youtub appar youtub stop support get  star most youtub fault work around use cell phone blue tooth connect hear thing still take voic activ purpos away speaker amaz hear youtub watch later playlist,0.063,0.121,0.816,231
5,1,awesom love alexa,0.677,0.0,0.323,17
1,0,habla espanol,0.0,0.0,1.0,13
5,1,love music stori,0.677,0.0,0.323,16
5,1,fantast,0.0,0.0,1.0,7
4,1,like take time setup skill want simpli mani alreadi use music flash brief daili satisfi use along alexa app kindl ,0.174,0.0,0.826,114
4,1,wish would came lightbulb otherwis work great fast deliveri enjoy use,0.556,0.0,0.444,69
5,1,still haven't learn echo far quit pleas,0.0,0.0,1.0,39
5,1,love,1.0,0.0,0.0,4
4,1,receiv cpr classic station  great soundwhat like least learn curv mistak,0.423,0.0,0.577,72
3,1,sound well find use overal frustrat doesn't respond forget correct command  “alexa turn live room lights”  oop mean “alexa turn famili room lights” also never realiz call couch sofa time  unfortun alexa confus chang name sit,0.1,0.0,0.9,224
1,0,broke cant get help fix replac,0.0,0.558,0.442,30
2,0,i'm still unabl connect devic although say built hub bought bridg connect devic think everyth would sync devic still discov via echo plus look forward featur abl play music check weather etc fine,0.119,0.0,0.881,195
5,1,sound great use hub yet,0.506,0.0,0.494,23
4,1,expect respond fast given command easi connect via amazon app also bought philipshu light bulb put lamp tell alexa find devic connect lamp turn voic command,0.064,0.0,0.936,156
4,1,sound better,0.744,0.0,0.256,12
5,1,convers anoth person  instantan respons  fact catch command even your far simpli amaz,0.0,0.0,1.0,85
3,1,although havent taken advantag mani echo featur one bother start talk even havent said anyth even close wake word  echo  chang alexa due conflict anoth devic,0.0,0.164,0.836,157
5,1,echo plus straight forward easi use  play great sound music lot thing  still learn  work well far,0.447,0.0,0.553,97
4,1,use last  week like children also like alexa becom part famili,0.357,0.0,0.643,62
1,0,terribl stop work one day,0.0,0.355,0.645,25
5,1,better sound echo dot simpl set less  minut,0.293,0.0,0.707,43
4,1,nice toy around,0.583,0.0,0.417,15
1,0,speak spanishi bought grandmoth someon talk i'm aroundno spanish,0.0,0.0,1.0,64
5,1,love cool thing,0.867,0.0,0.133,15
5,1,great product,0.804,0.0,0.196,13
5,1,like still work discoveri realli soon fulli evalu look forward learn use,0.185,0.0,0.815,72
2,0,got echo excit devic better sound dot hub control hue bulbswhat didnt realiz also wasnt fulli communic cant use hue bulb full potenti devic turn light set number preset color also cannot updat bulb newest firmar secur concern medo buy want full featur hub new iot devic end need updat standalon hub make hub insid devic redund pointlessi still love echo zero complaint alexa function sound qualiti devic im disappoint hub function,0.12,0.061,0.819,430
4,1,still need work command sound equal regular echo dont need smart hub get regular echo sound ok much bass old soundlink mean hey get loud trebl sound clear,0.15,0.07,0.78,154
5,1,love echo plus use spotifi account find phone make phone call  turn light much import read stori children  love make happi,0.307,0.0,0.693,122
5,1,excel didn't think begin love,0.32,0.36,0.32,29
5,1,bye bye philip hub expens month internet charg  took littl tinker rest individu bulb work great  hue bridg  messag,0.186,0.0,0.814,114
5,1,work great exact describ complaint sometim alexa get confus smart home product name go back chang stuff around chalk inexperi smart home stuff,0.309,0.072,0.619,142
5,1,love use most music huge repertoir choos,0.575,0.0,0.425,40
5,1,easi hook download app walk setup,0.0,0.0,1.0,33
1,0,disappoint product  tri instal two differ unit neither one success complet  hour amazon technician reset  app didnt connect echo plus internet connect  tri use applic phone tablet chromebook luck  clean direct applic  probabl send back amazonmark readi prime time,0.157,0.121,0.722,263
5,1,well behav devic enjoy use,0.639,0.0,0.361,26
5,1,easi setup sound qualiti,0.0,0.0,1.0,24
5,1,realli love hub featur,0.583,0.0,0.417,22
5,1,blast  love echo  learn trick lot fun help,0.662,0.078,0.26,42
5,1,love,1.0,0.0,0.0,4
5,1,great sound qualiti work well smart home devic,0.64,0.0,0.36,46
5,1,use way often use googl home,0.0,0.0,1.0,28
3,1,mic hear everyth understand half first time often take multipl tri give correct result,0.0,0.0,1.0,86
4,1,nice add homewhat dont like limit exampl world soccer wont give much info sport team american,0.148,0.112,0.74,93
5,1,littl apprehens buy saw review say sound like crap im audiophil mean mayb think sound great consid size fill live room sound get pretti loud remain clear havent issu pair devic util voic command pair  firestick phillip hue light bulb plan ad devic go love thing im glad scoop around  week updat run issu,0.266,0.038,0.695,303
4,1,love echo plus drawback batteri plug time make inconveni  use outdoor,0.296,0.0,0.704,69
5,1,great devic grandkid ball set,0.506,0.0,0.494,29
1,0,alexa awesom rciev light buld know u need anoth adapt light buld work awar  disappoint,0.0,0.162,0.838,86
5,1,echo plus great easi set built hub connect alexa devic mere verbal command  super techno knowledg easi light integr alexa look secur camera lock definit recommend echo plus,0.296,0.0,0.704,172
5,1,work advertis say alexa alway learn that great learn thing alexa,0.291,0.0,0.709,64
5,1,great  love,1.0,0.0,0.0,11
2,0,wish batteri describ better plug item,0.583,0.0,0.417,37
3,1,doesnt seem hear well  generat echo volum button,0.0,0.206,0.794,48
5,1,,0.0,0.0,0.0,0
5,1,work great built hub work great,0.672,0.0,0.328,31
5,1,know everyth  ask havent smart hub yet exact advertis happi purchas sound qualiti excel also,0.164,0.124,0.712,92
4,1,connect sound perfect give  intern batteri disconnect power sourc,0.316,0.0,0.684,65
4,1,seem easi stump alexa rather simpl question easili googl correct answer  admit explor that avail echo  one irrit issu alexa cannot answer help question concern use system rather refer alexa app help via comput  simpl setup use continu learn tool becom use,0.098,0.049,0.852,255
4,1,like easi set easi use set bluetooth devic,0.263,0.0,0.737,42
5,1,eas use mani task perform,0.0,0.0,1.0,25
5,1,purchas echo plus builtin hub prime day sale deliv fast easi link wifi also connect smart plug control light love tell alexa play music hear  room away excit learn new use,0.249,0.0,0.751,171
2,0,harder setup thought reason default  twice go thru mani step setup find devic would nice could interact xfiniti cabl tv cabl box also work xfiniti alarm hous camera nice set disarm alarm alexa instal skill app setup bulb  what ship product  said alexa setup bulb alexa find new bulb  alexa setup nest fine use third parti app alexa work,0.112,0.073,0.816,336
5,1,noth dislik love new toy made hous smart home,0.496,0.0,0.504,45
3,1,built hub lack featur geo fenc phillip hub  otherwis would given  star,0.0,0.173,0.827,70
5,1,echo plus use leisur pleasur absolut love easi set connect great addit listen pleasur use yet purpos,0.356,0.0,0.644,100
5,1,arriv right time work expect,0.0,0.0,1.0,28
4,1,like remedi form star trek comput home,0.294,0.0,0.706,38
1,0,echo part work fine  hue hub disast  work month noth  spent  hour phone tech support one send repair  tri reconnect light  pain  reset light bulb  take  time get reset  spent hour  say custom servic friend tri help  stick echo smart plug lamp,0.25,0.063,0.687,242
5,1,love famili love also use time also like play game get great famili game night,0.635,0.0,0.365,78
1,0,suppos come free hue lightbulb amazon prime day  light bulb arriv  fals advertis,0.312,0.0,0.688,80
3,1, ,0.0,0.0,0.0,1
5,1,awesom,0.0,0.0,1.0,6
1,0,havent week alreadi cannot connect network tri reconnect manual echo never appear list devic connect way back amazon,0.091,0.0,0.909,116
